run_name,run_root,method,method_family,primary_config_id,config_ids,source_moviegen_run_root,profile_flowcache,flowcache_profile_recent_ratio,flowcache_profile_min_scale,flowcache_profile_max_scale,dashboard_ready_runs,command
storyeval_flowcache_prune_int2_990b60e0bbd4_10prompts_10s,results/benchmarks/storyeval/storyeval_flowcache_prune_int2_990b60e0bbd4_10prompts_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE,990b60e0bbd4,990b60e0bbd4,results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s,True,0.25,0.7,1.3,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_flowcache_prune_int2_990b60e0bbd4_10prompts_10s --run-name storyeval_flowcache_prune_int2_990b60e0bbd4_10prompts_10s --method FLOWCACHE_PRUNE_INT2 --config-id 990b60e0bbd4 --source-moviegen-run-root results/runs/backfill_flowcache_prune_int2_990b60e0bbd4_10s --profile-flowcache --flowcache-profile-recent-ratio 0.25 --flowcache-profile-min-scale 0.7 --flowcache-profile-max-scale 1.3 -- --device cuda:0 --use-ema --flowcache-recent-ratio 0.25 --flowcache-recent-bits 4 --flowcache-recent-method RTN --flowcache-old-method RTN --flowcache-min-layer-budget-scale 0.7 --flowcache-max-layer-budget-scale 1.3 --flowcache-important-old-ratio 0.1 --flowcache-importance-alpha 0.7 --flowcache-importance-beta 0.3 --flowcache-prune-retained-old-ratio 0.3 --flowcache-prune-refresh-gap-chunks 1
storyeval_flowcache_prune_int2_f163dc4eb7a9_10prompts_10s,results/benchmarks/storyeval/storyeval_flowcache_prune_int2_f163dc4eb7a9_10prompts_10s,FLOWCACHE_PRUNE_INT2,FLOWCACHE_PRUNE,f163dc4eb7a9,f163dc4eb7a9,results/runs/backfill_flowcache_prune_int2_f163dc4eb7a9_10s,True,0.25,0.7,1.3,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_flowcache_prune_int2_f163dc4eb7a9_10prompts_10s --run-name storyeval_flowcache_prune_int2_f163dc4eb7a9_10prompts_10s --method FLOWCACHE_PRUNE_INT2 --config-id f163dc4eb7a9 --source-moviegen-run-root results/runs/backfill_flowcache_prune_int2_f163dc4eb7a9_10s --profile-flowcache --flowcache-profile-recent-ratio 0.25 --flowcache-profile-min-scale 0.7 --flowcache-profile-max-scale 1.3 -- --device cuda:0 --use-ema --flowcache-recent-ratio 0.25 --flowcache-recent-bits 4 --flowcache-recent-method RTN --flowcache-old-method RTN --flowcache-min-layer-budget-scale 0.7 --flowcache-max-layer-budget-scale 1.3 --flowcache-important-old-ratio 0.1 --flowcache-importance-alpha 0.7 --flowcache-importance-beta 0.3 --flowcache-prune-retained-old-ratio 0.45 --flowcache-prune-refresh-gap-chunks 1
storyeval_flowcache_prune_int4_27bbc04277fe_10prompts_10s,results/benchmarks/storyeval/storyeval_flowcache_prune_int4_27bbc04277fe_10prompts_10s,FLOWCACHE_PRUNE_INT4,FLOWCACHE_PRUNE,27bbc04277fe,27bbc04277fe,results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s,True,0.25,0.7,1.3,2,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_flowcache_prune_int4_27bbc04277fe_10prompts_10s --run-name storyeval_flowcache_prune_int4_27bbc04277fe_10prompts_10s --method FLOWCACHE_PRUNE_INT4 --config-id 27bbc04277fe --source-moviegen-run-root results/runs/backfill_flowcache_prune_int4_27bbc04277fe_10s --profile-flowcache --flowcache-profile-recent-ratio 0.25 --flowcache-profile-min-scale 0.7 --flowcache-profile-max-scale 1.3 -- --device cuda:0 --use-ema --flowcache-recent-ratio 0.25 --flowcache-recent-bits 4 --flowcache-recent-method RTN --flowcache-old-method RTN --flowcache-min-layer-budget-scale 0.7 --flowcache-max-layer-budget-scale 1.3 --flowcache-important-old-ratio 0.1 --flowcache-importance-alpha 0.7 --flowcache-importance-beta 0.3 --flowcache-prune-retained-old-ratio 0.45 --flowcache-prune-refresh-gap-chunks 1
storyeval_flowcache_soft_prune_int2_24b7f6c1cfbb_10prompts_10s,results/benchmarks/storyeval/storyeval_flowcache_soft_prune_int2_24b7f6c1cfbb_10prompts_10s,FLOWCACHE_SOFT_PRUNE_INT2,FLOWCACHE_SOFT_PRUNE,24b7f6c1cfbb,24b7f6c1cfbb,results/runs/backfill_flowcache_soft_prune_int2_24b7f6c1cfbb_10s,True,0.25,0.7,1.3,2,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_flowcache_soft_prune_int2_24b7f6c1cfbb_10prompts_10s --run-name storyeval_flowcache_soft_prune_int2_24b7f6c1cfbb_10prompts_10s --method FLOWCACHE_SOFT_PRUNE_INT2 --config-id 24b7f6c1cfbb --source-moviegen-run-root results/runs/backfill_flowcache_soft_prune_int2_24b7f6c1cfbb_10s --profile-flowcache --flowcache-profile-recent-ratio 0.25 --flowcache-profile-min-scale 0.7 --flowcache-profile-max-scale 1.3 -- --device cuda:0 --use-ema --flowcache-recent-ratio 0.25 --flowcache-recent-bits 4 --flowcache-recent-method RTN --flowcache-old-method RTN --flowcache-min-layer-budget-scale 0.7 --flowcache-max-layer-budget-scale 1.3 --flowcache-important-old-ratio 0.1 --flowcache-importance-alpha 0.7 --flowcache-importance-beta 0.3 --flowcache-prune-retained-old-ratio 0.45 --flowcache-prune-refresh-gap-chunks 1
storyeval_flowcache_soft_prune_int4_5f5a998802bd_10prompts_10s,results/benchmarks/storyeval/storyeval_flowcache_soft_prune_int4_5f5a998802bd_10prompts_10s,FLOWCACHE_SOFT_PRUNE_INT4,FLOWCACHE_SOFT_PRUNE,5f5a998802bd,5f5a998802bd,results/runs/backfill_flowcache_soft_prune_int4_5f5a998802bd_10s,True,0.25,0.7,1.3,2,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_flowcache_soft_prune_int4_5f5a998802bd_10prompts_10s --run-name storyeval_flowcache_soft_prune_int4_5f5a998802bd_10prompts_10s --method FLOWCACHE_SOFT_PRUNE_INT4 --config-id 5f5a998802bd --source-moviegen-run-root results/runs/backfill_flowcache_soft_prune_int4_5f5a998802bd_10s --profile-flowcache --flowcache-profile-recent-ratio 0.25 --flowcache-profile-min-scale 0.7 --flowcache-profile-max-scale 1.3 -- --device cuda:0 --use-ema --flowcache-recent-ratio 0.25 --flowcache-recent-bits 4 --flowcache-recent-method RTN --flowcache-old-method RTN --flowcache-min-layer-budget-scale 0.7 --flowcache-max-layer-budget-scale 1.3 --flowcache-important-old-ratio 0.1 --flowcache-importance-alpha 0.7 --flowcache-importance-beta 0.3 --flowcache-prune-retained-old-ratio 0.45 --flowcache-prune-refresh-gap-chunks 1
storyeval_prq_int2_c800cfa2a981_10prompts_10s,results/benchmarks/storyeval/storyeval_prq_int2_c800cfa2a981_10prompts_10s,PRQ_INT2,PRQ,c800cfa2a981,c800cfa2a981,results/runs/backfill_prq_int2_c800cfa2a981_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_prq_int2_c800cfa2a981_10prompts_10s --run-name storyeval_prq_int2_c800cfa2a981_10prompts_10s --method PRQ_INT2 --config-id c800cfa2a981 --source-moviegen-run-root results/runs/backfill_prq_int2_c800cfa2a981_10s -- --device cuda:0 --use-ema --prq-residual-bits 4
storyeval_prq_int4_23a612bd2862_10prompts_10s,results/benchmarks/storyeval/storyeval_prq_int4_23a612bd2862_10prompts_10s,PRQ_INT4,PRQ,23a612bd2862,23a612bd2862,results/runs/backfill_prq_int4_23a612bd2862_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_prq_int4_23a612bd2862_10prompts_10s --run-name storyeval_prq_int4_23a612bd2862_10prompts_10s --method PRQ_INT4 --config-id 23a612bd2862 --source-moviegen-run-root results/runs/backfill_prq_int4_23a612bd2862_10s -- --device cuda:0 --use-ema --prq-residual-bits 4
storyeval_qaq_int2_dcc080e7d18f_10prompts_10s,results/benchmarks/storyeval/storyeval_qaq_int2_dcc080e7d18f_10prompts_10s,QAQ_INT2,QAQ,dcc080e7d18f,dcc080e7d18f,results/runs/backfill_qaq_int2_dcc080e7d18f_10s,False,,,,5,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_qaq_int2_dcc080e7d18f_10prompts_10s --run-name storyeval_qaq_int2_dcc080e7d18f_10prompts_10s --method QAQ_INT2 --config-id dcc080e7d18f --source-moviegen-run-root results/runs/backfill_qaq_int2_dcc080e7d18f_10s -- --device cuda:0 --use-ema --qaq-outlier-threshold 6.0
storyeval_qaq_int4_aa6e42af3d16_10prompts_10s,results/benchmarks/storyeval/storyeval_qaq_int4_aa6e42af3d16_10prompts_10s,QAQ_INT4,QAQ,aa6e42af3d16,aa6e42af3d16,results/runs/backfill_qaq_int4_aa6e42af3d16_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_qaq_int4_aa6e42af3d16_10prompts_10s --run-name storyeval_qaq_int4_aa6e42af3d16_10prompts_10s --method QAQ_INT4 --config-id aa6e42af3d16 --source-moviegen-run-root results/runs/backfill_qaq_int4_aa6e42af3d16_10s -- --device cuda:0 --use-ema --qaq-outlier-threshold 6.0
storyeval_spatial_mixed_fg_kivi_int4_bg_kivi_int2_3d327a450ca5_10prompts_10s,results/benchmarks/storyeval/storyeval_spatial_mixed_fg_kivi_int4_bg_kivi_int2_3d327a450ca5_10prompts_10s,SPATIAL_MIXED_FG_KIVI_INT4_BG_KIVI_INT2,SPATIAL_MIXED,3d327a450ca5,3d327a450ca5,results/runs/backfill_spatial_mixed_fg_kivi_int4_bg_kivi_int2_3d327a450ca5_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_spatial_mixed_fg_kivi_int4_bg_kivi_int2_3d327a450ca5_10prompts_10s --run-name storyeval_spatial_mixed_fg_kivi_int4_bg_kivi_int2_3d327a450ca5_10prompts_10s --method SPATIAL_MIXED_FG_KIVI_INT4_BG_KIVI_INT2 --config-id 3d327a450ca5 --source-moviegen-run-root results/runs/backfill_spatial_mixed_fg_kivi_int4_bg_kivi_int2_3d327a450ca5_10s -- --device cuda:0 --use-ema --spatial-fg-method KIVI --spatial-fg-bits 4 --spatial-bg-method KIVI --spatial-bg-bits 2 --spatial-mask-policy topk --spatial-variance-threshold 0.02 --spatial-min-foreground-ratio 0.6 --spatial-max-foreground-ratio 0.9 --spatial-target-foreground-ratio 0.8
storyeval_spatial_mixed_fg_quarot_kv_int4_bg_rtn_int2_af0e1883d58d_10prompts_10s,results/benchmarks/storyeval/storyeval_spatial_mixed_fg_quarot_kv_int4_bg_rtn_int2_af0e1883d58d_10prompts_10s,SPATIAL_MIXED_FG_QUAROT_KV_INT4_BG_RTN_INT2,SPATIAL_MIXED,af0e1883d58d,af0e1883d58d,results/runs/backfill_spatial_mixed_fg_quarot_kv_int4_bg_rtn_int2_af0e1883d58d_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_spatial_mixed_fg_quarot_kv_int4_bg_rtn_int2_af0e1883d58d_10prompts_10s --run-name storyeval_spatial_mixed_fg_quarot_kv_int4_bg_rtn_int2_af0e1883d58d_10prompts_10s --method SPATIAL_MIXED_FG_QUAROT_KV_INT4_BG_RTN_INT2 --config-id af0e1883d58d --source-moviegen-run-root results/runs/backfill_spatial_mixed_fg_quarot_kv_int4_bg_rtn_int2_af0e1883d58d_10s -- --device cuda:0 --use-ema --spatial-fg-method QUAROT_KV --spatial-fg-bits 4 --spatial-bg-method RTN --spatial-bg-bits 2 --spatial-mask-policy topk --spatial-variance-threshold 0.02 --spatial-min-foreground-ratio 0.6 --spatial-max-foreground-ratio 0.9 --spatial-target-foreground-ratio 0.8
storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_1f080d8dcc0e_10prompts_10s,results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_1f080d8dcc0e_10prompts_10s,SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT2,SPATIAL_MIXED,1f080d8dcc0e,"1f080d8dcc0e,c64825ec3ea8",results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int2_1f080d8dcc0e_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_1f080d8dcc0e_10prompts_10s --run-name storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_1f080d8dcc0e_10prompts_10s --method SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT2 --config-id 1f080d8dcc0e --source-moviegen-run-root results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int2_1f080d8dcc0e_10s -- --device cuda:0 --use-ema --spatial-fg-method RTN --spatial-fg-bits 4 --spatial-bg-method RTN --spatial-bg-bits 2 --spatial-mask-policy hybrid --spatial-variance-threshold 0.02 --spatial-min-foreground-ratio 0.45 --spatial-max-foreground-ratio 0.85 --spatial-target-foreground-ratio 0.65
storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_bae80e29fbb6_10prompts_10s,results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_bae80e29fbb6_10prompts_10s,SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT2,SPATIAL_MIXED,bae80e29fbb6,bae80e29fbb6,results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int2_bae80e29fbb6_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_bae80e29fbb6_10prompts_10s --run-name storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int2_bae80e29fbb6_10prompts_10s --method SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT2 --config-id bae80e29fbb6 --source-moviegen-run-root results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int2_bae80e29fbb6_10s -- --device cuda:0 --use-ema --spatial-fg-method RTN --spatial-fg-bits 4 --spatial-bg-method RTN --spatial-bg-bits 2 --spatial-mask-policy topk --spatial-variance-threshold 0.02 --spatial-min-foreground-ratio 0.6 --spatial-max-foreground-ratio 0.9 --spatial-target-foreground-ratio 0.8
storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_04d60f52e048_10prompts_10s,results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_04d60f52e048_10prompts_10s,SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT4,SPATIAL_MIXED,04d60f52e048,04d60f52e048,results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int4_04d60f52e048_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_04d60f52e048_10prompts_10s --run-name storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_04d60f52e048_10prompts_10s --method SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT4 --config-id 04d60f52e048 --source-moviegen-run-root results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int4_04d60f52e048_10s -- --device cuda:0 --use-ema --spatial-fg-method RTN --spatial-fg-bits 4 --spatial-bg-method RTN --spatial-bg-bits 4 --spatial-mask-policy hybrid --spatial-variance-threshold 0.02 --spatial-min-foreground-ratio 0.45 --spatial-max-foreground-ratio 0.85 --spatial-target-foreground-ratio 0.65
storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_580e67e08d8e_10prompts_10s,results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_580e67e08d8e_10prompts_10s,SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT4,SPATIAL_MIXED,580e67e08d8e,580e67e08d8e,results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int4_580e67e08d8e_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_580e67e08d8e_10prompts_10s --run-name storyeval_spatial_mixed_fg_rtn_int4_bg_rtn_int4_580e67e08d8e_10prompts_10s --method SPATIAL_MIXED_FG_RTN_INT4_BG_RTN_INT4 --config-id 580e67e08d8e --source-moviegen-run-root results/runs/backfill_spatial_mixed_fg_rtn_int4_bg_rtn_int4_580e67e08d8e_10s -- --device cuda:0 --use-ema --spatial-fg-method RTN --spatial-fg-bits 4 --spatial-bg-method RTN --spatial-bg-bits 4 --spatial-mask-policy topk --spatial-variance-threshold 0.02 --spatial-min-foreground-ratio 0.6 --spatial-max-foreground-ratio 0.9 --spatial-target-foreground-ratio 0.8
storyeval_tptq_int2_089f989f38f6_10prompts_10s,results/benchmarks/storyeval/storyeval_tptq_int2_089f989f38f6_10prompts_10s,TPTQ_INT2,TPTQ,089f989f38f6,089f989f38f6,results/runs/backfill_tptq_int2_089f989f38f6_10s,False,,,,1,python3 scripts/27_run_storyeval_backfill.py --run-root results/benchmarks/storyeval/storyeval_tptq_int2_089f989f38f6_10prompts_10s --run-name storyeval_tptq_int2_089f989f38f6_10prompts_10s --method TPTQ_INT2 --config-id 089f989f38f6 --source-moviegen-run-root results/runs/backfill_tptq_int2_089f989f38f6_10s -- --device cuda:0 --use-ema --tptq-recent-ratio 0.15 --tptq-recent-bits 4 --tptq-recent-method RTN --tptq-residual-bits 2 --tptq-outlier-threshold 6.0 --tptq-outlier-max-ratio 0.001
